year,month,dayofyear,hour,sin,sout,lin,lout,t,rh,vp,p,u,wdir,zu,zt,zq
2005,9,256,5,0,0,118.19,262.65,-8.91,56.551,1.6151,500.95,7.86,307.07,1.85,1.75,1.75
2005,9,256,6,0,0,160.05,268.12,-9.435,98.406,2.6829,501.1,8.56,261.27,1.85,1.75,1.75
2005,9,256,7,34.709,18.603,193.5,272.29,-9.305,100,2.7583,501.45,7.66,279.41,1.85,1.75,1.75
2005,9,256,8,239.15,100,171.37,271.77,-9.01,100,2.8316,501.95,6.364,259.23,1.85,1.75,1.75
2005,9,256,9,376.2,185,221.63,280.75,-8.21,100,3.0378,502.4,6.5925,229.48,1.85,1.75,1.75
2005,9,256,10,739,313.25,188.79,285.78,-7.28,100,3.2956,502.75,6.586,194.86,1.85,1.75,1.75
2005,9,256,11,1011.5,401.6,190.62,294.45,-6.529,99.802,3.5101,502.9,6.431,204.19,1.85,1.75,1.75
2005,9,256,12,1271.5,489.7,177.97,303.04,-5.952,95.751,3.5396,502.65,5.244,198.14,1.85,1.75,1.75
2005,9,256,13,1322,528.05,168.24,306.04,-5.652,92.097,3.4935,502.3,5.443,241.59,1.85,1.75,1.75
2005,9,256,14,1273.5,534.2,161.54,303.4,-5.9675,90.384,3.3361,501.85,6.554,266.29,1.85,1.75,1.75
2005,9,256,15,1084.5,477.65,186.47,299.47,-6.64,97.839,3.408,501.55,7.99,256.6,1.85,1.75,1.75
2005,9,256,16,908.5,430.9,164.82,296.4,-6.162,95.094,3.4517,501.35,8.495,155.48,1.85,1.75,1.75
2005,9,256,17,574.7,321.6,161.38,290.65,-6.4655,94.141,3.3294,501.2,8.545,201.58,1.85,1.75,1.75
2005,9,256,18,301.4,195.35,189.48,288.61,-7.2385,100,3.3075,501.25,8.44,146.43,1.85,1.75,1.75
2005,9,256,19,28.749,22.686,177.42,284.42,-8.28,100,3.0198,501.5,7.745,154.8,1.85,1.75,1.75
2005,9,256,20,0,0,149.11,279.87,-8.74,100,2.8992,501.7,8.175,244.95,1.85,1.75,1.75
2005,9,256,21,0,0,176.46,279.94,-9.035,100,2.8248,502.05,6.6235,218.23,1.85,1.75,1.75
2005,9,256,22,0,0,129.79,275.85,-8.34,77.924,2.3335,502.7,3.985,83.449,1.85,1.75,1.75
2005,9,256,23,0,0,131.84,274.05,-7.56,64.864,2.0833,502.9,4.7575,138.5,1.85,1.75,1.75
2005,9,256,0,0,0,130.94,273.11,-7.685,74.932,2.3801,502.75,5.2585,125.27,1.85,1.75,1.75
2005,9,257,1,0,0,132.5,273.14,-8.145,92.739,2.8314,502.25,5.122,101,1.85,1.75,1.75
2005,9,257,2,0,0,144.24,274.01,-8.25,97.054,2.9367,501.7,6.0685,123.31,1.85,1.75,1.75
2005,9,257,3,0,0,142.5,274.57,-8.005,98.383,3.0423,501.5,5.917,128.34,1.85,1.75,1.75
2005,9,257,4,0,0,211.8,277.01,-8.63,100,2.9275,501.1,6.4635,46.675,1.85,1.75,1.75
2005,9,257,5,0,0,267.72,281.7,-8.425,100,2.9808,500.7,8.295,70.01,1.85,1.75,1.75
2005,9,257,6,0,0,271.62,281.81,-8.355,100,2.9991,500.95,7.3955,53.707,1.85,1.75,1.75
2005,9,257,7,15.791,11.364,274.69,282.8,-8.095,100,3.0684,501.25,7.5115,54.384,1.85,1.75,1.75
2005,9,257,8,97.89,70.675,275.89,283.9,-7.885,100,3.1254,501.8,7.4955,83.465,1.85,1.75,1.75
2005,9,257,9,302.65,187.35,229.51,284.86,-7.39,100,3.2636,502.5,5.9095,124.05,1.85,1.75,1.75
2005,9,257,10,502.15,305.85,169.2,289.68,-6.653,100,3.4801,503,4.984,152.17,1.85,1.75,1.75
2005,9,257,11,667,433.6,170.97,299.65,-5.7595,97.067,3.6485,503.1,3.1575,182.22,1.85,1.75,1.75
2005,9,257,12,1043.5,472.5,211.73,310.81,-4.629,93.564,3.8741,503.05,2.487,204.33,1.85,1.75,1.75
2005,9,257,13,1317,475.55,194.37,308.89,-4.646,91.621,3.7883,502.7,5.238,201.18,1.85,1.75,1.75
2005,9,257,14,1248.5,463.85,193.44,310.07,-4.6265,89.666,3.7138,502.45,3.9875,230.58,1.85,1.75,1.75
2005,9,257,15,1099.5,457.6,177.54,309.01,-4.3805,76.575,3.24,502.1,3.3285,292.04,1.85,1.75,1.75
2005,9,257,16,876.5,425.35,155.44,300.99,-4.36,79.239,3.353,501.8,4.4425,194.37,1.85,1.75,1.75
2005,9,257,17,603.7,345.05,142.58,292.94,-5.562,80.936,3.0937,501.7,7.3015,241.51,1.85,1.75,1.75
2005,9,257,18,270.55,201.85,136.07,290.11,-5.227,72.881,2.8677,502,4.7685,231.17,1.85,1.75,1.75
2005,9,257,19,74.277,35.803,133.29,285.86,-6.345,79.106,2.8269,502.1,5.6745,331.24,1.85,1.75,1.75
2005,9,257,20,0,0,134.44,283.31,-7.019,80.837,2.7249,502.2,6.5925,318.52,1.85,1.75,1.75
2005,9,257,21,0,0,129.98,280.32,-6.522,60.128,2.0978,502.65,4.8855,315.35,1.85,1.75,1.75
2005,9,257,22,0,0,124.27,275.94,-5.2375,19.974,0.7779,503.1,2.68,148.63,1.85,1.75,1.75
2005,9,257,23,0,0,126.52,273.13,-5.74,18.226,0.6848,503.3,3.7865,87.925,1.85,1.75,1.75
2005,9,257,0,0,0,127.5,270.45,-6.3975,26.24,0.93315,503.05,3.685,104.39,1.85,1.75,1.75
2005,9,258,1,0,0,126,268.62,-6.7105,28.868,0.99944,502.6,3.064,90.373,1.85,1.75,1.75
2005,9,258,2,0,0,127.16,266.56,-7.225,32.715,1.0827,502.3,3.418,131.74,1.85,1.75,1.75
2005,9,258,3,0,0,131.13,265.93,-7.725,43.368,1.3744,501.9,2.4345,64.668,1.85,1.75,1.75
2005,9,258,4,0,0,129.64,264.23,-7.76,38.793,1.2257,501.75,1.3755,221.8,1.85,1.75,1.75
2005,9,258,5,0,0,130.71,263.41,-7.93,42.538,1.324,501.7,1.998,277.61,1.85,1.75,1.75
2005,9,258,6,0,0,152.32,267.45,-9.5,96.496,2.614,501.5,3.6575,114.64,1.85,1.75,1.75
2005,9,258,7,53.858,18.895,178.68,268.31,-9.335,100,2.7511,501.75,3.7765,97.072,1.85,1.75,1.75
2005,9,258,8,300.5,98.4,162.31,270.41,-7.95,93.827,2.9101,502.15,3.7445,131.14,1.85,1.75,1.75
2005,9,258,9,630.75,203.15,143.27,276.87,-6.5055,75.826,2.6715,502.4,3.143,172.64,1.85,1.75,1.75
2005,9,258,10,832,307,168.82,287.16,-6.472,95.876,3.387,502.45,6.1435,89.219,1.85,1.75,1.75
2005,9,258,11,1096,416.35,165.37,299.92,-3.957,72.818,3.1703,502.75,3.659,103.69,1.85,1.75,1.75
2005,9,258,12,1133,451.6,212.16,312.56,-2.725,77.092,3.7321,502.75,1.7995,175.33,1.85,1.75,1.75
2005,9,258,13,1081.5,452.35,249.57,314.13,-2.985,89.493,4.2586,502.4,1.782,181.05,1.85,1.75,1.75
2005,9,258,14,986.5,431.55,259,312.86,-3.6795,94.496,4.237,502,2.27,202.35,1.85,1.75,1.75
2005,9,258,15,660.4,315.3,273.98,309.64,-4.382,100,4.2291,501.6,1.9745,206.28,1.85,1.75,1.75
2005,9,258,16,806.5,377.65,221.1,310.22,-3.8215,98.422,4.3655,501.3,2.2005,265.95,1.85,1.75,1.75
2005,9,258,17,590.15,323.75,153.18,298.87,-4.1115,72.977,3.1281,501.3,4.0175,278.01,1.85,1.75,1.75
2005,9,258,18,268.3,208.45,135.33,290.83,-4.2015,58.282,2.4941,501.3,3.4295,275.02,1.85,1.75,1.75
2005,9,258,19,81.698,35.171,136.51,286.14,-4.235,26.356,1.1097,501.5,1.152,104.91,1.85,1.75,1.75
2005,9,258,20,0,0,138.84,282.47,-4.759,26.099,1.0576,501.9,2.298,127.79,1.85,1.75,1.75
2005,9,258,21,0,0,139.73,279.33,-5.4635,27.241,1.0459,502.35,2.716,47.171,1.85,1.75,1.75
2005,9,258,22,0,0,140.43,276.96,-5.9035,28.42,1.0544,502.75,1.9005,70.856,1.85,1.75,1.75
2005,9,258,23,0,0,141.89,274.72,-6.04,28.113,1.0312,502.8,2.0915,77.439,1.85,1.75,1.75
2005,9,258,0,0,0,141.46,272.21,-6.7275,37.115,1.2829,502.6,1.2955,90.058,1.85,1.75,1.75
2005,9,259,1,0,0,140.54,270.59,-7.477,46.374,1.4821,502.25,1.849,116.4,1.85,1.75,1.75
2005,9,259,2,0,0,148.88,271.01,-6.095,24.897,0.88379,501.75,2.95,51.275,1.85,1.75,1.75
2005,9,259,3,0,0,148.62,269.92,-4.957,14.666,0.59082,501.45,2.783,52.244,1.85,1.75,1.75
2005,9,259,4,0,0,147.02,268.44,-4.8415,16.052,0.65277,501.3,1.8335,65.3,1.85,1.75,1.75
2005,9,259,5,0,0,158.33,270.02,-7.546,64.856,1.9205,501.15,4.1225,43.424,1.85,1.75,1.75
2005,9,259,6,0,0,185.37,272.32,-9.645,100,2.6763,501.2,4.8165,95.229,1.85,1.75,1.75
2005,9,259,7,39.822,22.158,207.22,274.11,-9.195,100,2.7851,501.45,4.401,62.461,1.85,1.75,1.75
2005,9,259,8,324,126.3,155.99,271.36,-7.202,85.707,2.8024,502,1.0345,117.03,1.85,1.75,1.75
2005,9,259,9,629.85,237.6,151.59,280.66,-5.204,75.555,2.9781,502.35,2.16,107.3,1.85,1.75,1.75
2005,9,259,10,913,359.95,160.99,288.33,-6.0585,89.646,3.2833,502.65,4.9895,135.58,1.85,1.75,1.75
2005,9,259,11,930.5,420.6,248.51,302.94,-5.347,98.617,3.8449,502.95,3.738,199.32,1.85,1.75,1.75
2005,9,259,12,1151.5,486.55,221.02,310.06,-4.7345,97.932,4.019,502.85,3.342,228.34,1.85,1.75,1.75
2005,9,259,13,1225,506.8,210.97,309.62,-4.3665,92.04,3.8967,502.4,4.773,235.02,1.85,1.75,1.75
2005,9,259,14,1253,535.3,186.46,307.05,-4.7275,89.796,3.6869,502,5.4625,224.17,1.85,1.75,1.75
2005,9,259,15,682.85,340.35,274.76,308.06,-4.905,100,4.0454,501.7,2.7945,235.96,1.85,1.75,1.75
2005,9,259,16,797,411.8,195.07,302.35,-5.4055,96.124,3.7231,501.4,4.6665,291.77,1.85,1.75,1.75
2005,9,259,17,578.85,347.75,162.08,294.24,-5.9,96.55,3.5851,501.3,6.2645,214.69,1.85,1.75,1.75
2005,9,259,18,270.25,223.45,150.99,289.44,-5.357,83.113,3.2317,501.5,5.353,121.08,1.85,1.75,1.75
2005,9,259,19,69.659,32.021,151.76,284.54,-5.3945,61.953,2.3842,501.8,3.8295,241.46,1.85,1.75,1.75
2005,9,259,20,0,0,152.06,281.33,-4.383,33.222,1.405,502.2,2.2125,305.84,1.85,1.75,1.75
2005,9,259,21,0,0,152.28,279.34,-4.2425,25.285,1.0825,502.7,0.827,216.67,1.85,1.75,1.75
2005,9,259,22,0,0,153.79,277.72,-4.943,33.752,1.3508,503.05,0.8235,229.9,1.85,1.75,1.75
2005,9,259,23,0,0,154.04,278.34,-6.068,68.017,2.4691,503.15,3.609,299.11,1.85,1.75,1.75
2005,9,259,0,0,0,154.91,278.76,-7.155,94.088,3.1338,503,4.6355,316.14,1.85,1.75,1.75
2005,9,260,1,0,0,153.55,277.42,-6.82,84.439,2.8922,502.6,3.7965,309.8,1.85,1.75,1.75
2005,9,260,2,0,0,153.76,273.03,-5.969,44.915,1.6279,502.3,0.865,284.01,1.85,1.75,1.75
2005,9,260,3,0,0,151.97,270.03,-5.448,31.867,1.2265,501.95,0.526,124.56,1.85,1.75,1.75
2005,9,260,4,0,0,154.38,271.94,-6.899,71.671,2.4017,501.8,2.855,154.74,1.85,1.75,1.75
2005,9,260,5,0,0,189.4,276.05,-8.26,100,3.0244,501.7,4.9415,90.47,1.85,1.75,1.75
2005,9,260,6,0,0,235.51,279.57,-8.44,100,2.9769,501.85,3.9565,114.72,1.85,1.75,1.75
2005,9,260,7,13.765,9.7225,274.9,283.3,-8.365,100,2.9965,501.95,4.74,165.16,1.85,1.75,1.75
2005,9,260,8,139.1,88.19,238.71,283.69,-8.095,100,3.0685,502.4,3.45,149.41,1.85,1.75,1.75
2005,9,260,9,303.7,174.65,244.53,290.04,-7.35,100,3.2751,502.95,2.8585,146.39,1.85,1.75,1.75
2005,9,260,10,635.2,316.7,230.76,296.94,-6.118,100,3.6447,503.45,2.6605,149.43,1.85,1.75,1.75
2005,9,260,11,1037,507,261.51,310.44,-4.4435,95.426,4.014,503.6,2.08,194.66,1.85,1.75,1.75
2005,9,260,12,886.6,444.7,281.6,312.67,-4.43,98.889,4.1677,503.45,1.734,189.65,1.85,1.75,1.75
2005,9,260,13,606,330.25,291.54,308.37,-5.1065,100,3.9786,503.1,2.9205,216.52,1.85,1.75,1.75
2005,9,260,14,462.45,268.35,289.77,306.4,-5.3045,100,3.9089,502.7,1.6745,204.17,1.85,1.75,1.75
2005,9,260,15,651.6,370.7,278.3,308.8,-4.9205,100,4.0394,502.25,2.406,194.78,1.85,1.75,1.75
2005,9,260,16,758.5,429.55,211.18,304.3,-5.123,100,3.9699,502.15,3.543,255.56,1.85,1.75,1.75
2005,9,260,17,576.45,374.7,162.19,301.27,-4.3645,80.169,3.387,502.3,2.315,275.72,1.85,1.75,1.75
2005,9,260,18,255.65,227.25,154.13,293.43,-3.2395,56.873,2.6517,502.4,2.4165,267.44,1.85,1.75,1.75
2005,9,260,19,65.502,36.985,147.47,283.98,-4.554,55.346,2.3064,502.6,2.2445,288.03,1.85,1.75,1.75
2005,9,260,20,0,0,142.92,278.44,-5.1915,51.138,2.0176,503,2.008,270.17,1.85,1.75,1.75
2005,9,260,21,0,0,144.33,275.52,-5.3285,49.465,1.9286,503.3,1.3675,197.04,1.85,1.75,1.75
2005,9,260,22,0,0,143.37,274.21,-5.2875,50.282,1.9678,503.7,2.0495,208.74,1.85,1.75,1.75
2005,9,260,23,0,0,145.67,271.61,-5.6645,50.948,1.9298,503.9,1.3225,242.87,1.85,1.75,1.75
2005,9,260,0,0,0,140.87,270.27,-5.5375,50.112,1.9203,503.85,1.9595,280.29,1.85,1.75,1.75
2005,9,261,1,0,0,142.17,271.47,-5.12,46.018,1.8269,503.5,3.654,253.52,1.85,1.75,1.75
2005,9,261,2,0,0,143.76,271.1,-5.3575,50.245,1.9548,502.95,3.9145,246.28,1.85,1.75,1.75
2005,9,261,3,0,0,145.2,270.1,-5.7475,53.063,1.9963,502.65,3.4805,246.09,1.85,1.75,1.75
2005,9,261,4,0,0,147.49,267.29,-6.4405,56.531,2.0014,502.6,2.1285,246.21,1.85,1.75,1.75
2005,9,261,5,0,0,148.84,264.61,-7.117,60.558,2.0229,502.6,1.5565,307.22,1.85,1.75,1.75
2005,9,261,6,0,0,151.41,266.08,-6.6415,56.733,1.9757,502.7,2.6455,284.6,1.85,1.75,1.75
2005,9,261,7,28.408,16.13,151.5,264.4,-6.448,55.8,1.976,503.05,1.8645,283.62,1.85,1.75,1.75
2005,9,261,8,267.6,103.79,153.32,266.9,-4.9835,52.361,2.0875,503.65,0.779,270.19,1.85,1.75,1.75
2005,9,261,9,573.3,252.15,160.32,279.46,-3.4545,43.667,1.9975,504.1,0.9165,218.76,1.85,1.75,1.75
2005,9,261,10,796.5,353.8,171.78,290.79,-3.326,38.772,1.7928,504.45,0.939,211.99,1.85,1.75,1.75
2005,9,261,11,809.5,396.3,207.69,300.01,-3.934,64.481,2.8421,504.35,1.5495,217.05,1.85,1.75,1.75
2005,9,261,12,1006,488.45,234.19,312.02,-3.1705,74.56,3.4787,504.15,1.6845,234.81,1.85,1.75,1.75
2005,9,261,13,868,438,252.59,311.99,-4.345,91.827,3.8964,503.95,2.294,242.49,1.85,1.75,1.75
2005,9,261,14,922,463.2,260.58,313.03,-4.227,88.46,3.7913,503.55,2.636,245.97,1.85,1.75,1.75
2005,9,261,15,961,488.9,213.63,310.37,-4.6685,89.247,3.6837,503.25,2.816,252.45,1.85,1.75,1.75
2005,9,261,16,877.5,476.65,159.32,305.77,-3.972,70.025,3.0686,503.15,3.0625,304.03,1.85,1.75,1.75
2005,9,261,17,592.2,382.35,140.71,298.86,-3.4975,52.559,2.3815,503,3.0935,312.42,1.85,1.75,1.75
2005,9,261,18,246.95,217.2,135.25,290.34,-2.7415,29.897,1.4529,503.15,2.088,255.76,1.85,1.75,1.75
2005,9,261,19,60.856,31.419,135.35,280.5,-4.3555,29.709,1.265,503.45,0.941,222.26,1.85,1.75,1.75
2005,9,261,20,0,0,135.79,274.5,-5.253,9.3245,0.3636,503.85,0.389,199.2,1.85,1.75,1.75
2005,9,261,21,0,0,139.04,272.46,-4.9985,10.446,0.41831,504.15,0.883,184.88,1.85,1.75,1.75
2005,9,261,22,0,0,137.83,270,-5.5295,19.617,0.74771,504.4,0.824,222.69,1.85,1.75,1.75
2005,9,261,23,0,0,136.21,269.61,-6.445,47.712,1.6898,504.5,2.268,248.11,1.85,1.75,1.75
2005,9,261,0,0,0,135.1,267.56,-7.285,63.737,2.0991,504.4,2.344,271.31,1.85,1.75,1.75
2005,9,262,1,0,0,134.67,264.03,-6.25,28.939,1.0342,503.9,1.214,271.79,1.85,1.75,1.75
2005,9,262,2,0,0,134.67,261.49,-5.189,5.68,0.22419,503.55,1.2095,133.64,1.85,1.75,1.75
2005,9,262,3,0,0,134.21,260.23,-5.2605,5.9041,0.2316,503,1.639,119.49,1.85,1.75,1.75
2005,9,262,4,0,0,134.2,259.56,-5.201,6.2875,0.24792,502.9,1.876,103.11,1.85,1.75,1.75
2005,9,262,5,0,0,132.04,257.16,-5.4135,5.6077,0.21723,502.9,1.296,126.8,1.85,1.75,1.75
2005,9,262,6,0,0,129.48,256.2,-5.355,5.7428,0.22339,502.95,1.8875,112,1.85,1.75,1.75
2005,9,262,7,32.397,18.425,126.18,254.38,-5.266,5.7812,0.22675,503.2,1.653,115.24,1.85,1.75,1.75
2005,9,262,8,201.8,114.7,127.88,258.63,-3.953,12.255,0.54198,503.5,1.4505,76.771,1.85,1.75,1.75
2005,9,262,9,533.6,265.9,139.69,274.92,-3.2225,35.051,1.6368,504.05,1.4665,97.786,1.85,1.75,1.75
2005,9,262,10,862.5,378.65,160.59,289.15,-4.5695,60.871,2.5309,504.3,2.151,135.99,1.85,1.75,1.75
2005,9,262,11,829.5,419.45,237.97,301.2,-4.9065,93.639,3.7876,504.25,2.4855,172.7,1.85,1.75,1.75
2005,9,262,12,944,473.2,241.85,308.8,-4.9965,95.305,3.8241,504,2.647,152.07,1.85,1.75,1.75
2005,9,262,13,1008.5,510.25,244.63,312.76,-4.457,97.852,4.1108,503.6,2.415,244.87,1.85,1.75,1.75
2005,9,262,14,1225,586.3,185.15,312.79,-3.837,74.071,3.2622,503.2,2.922,266.19,1.85,1.75,1.75
2005,9,262,15,1058,530.85,196,310.56,-3.955,73.471,3.227,502.9,2.5125,238.33,1.85,1.75,1.75
2005,9,262,16,726,404,219.88,307.12,-5.0995,96.595,3.842,502.7,2.671,264.34,1.85,1.75,1.75
2005,9,262,17,503,324.95,159.26,297.63,-4.835,73.246,2.9813,502.6,2.6925,272.76,1.85,1.75,1.75
2005,9,262,18,257.8,236.3,129.36,289.37,-3.919,47.855,2.0971,502.65,1.786,218.36,1.85,1.75,1.75
2005,9,262,19,73.037,38.358,123.82,277.82,-4.9795,24.947,1.0195,502.8,1.262,135.52,1.85,1.75,1.75
2005,9,262,20,0,0,121.26,271.24,-5.7785,10.288,0.38597,502.95,2.8405,124.17,1.85,1.75,1.75
2005,9,262,21,0,0,121.86,268.72,-6.0695,11.911,0.43576,503.25,3.8665,115.21,1.85,1.75,1.75
2005,9,262,22,0,0,122.44,266.35,-6.195,10.742,0.38885,503.55,3.8475,116.4,1.85,1.75,1.75
2005,9,262,23,0,0,122.58,264.62,-6.0425,8.4878,0.31135,503.6,3.6075,137.83,1.85,1.75,1.75
2005,9,262,0,0,0,125.7,263.01,-6.105,8.2174,0.29966,503.35,3.7455,127.59,1.85,1.75,1.75
2005,9,263,1,0,0,126.93,261.56,-6.161,8.5715,0.31107,502.85,3.6135,110.09,1.85,1.75,1.75
2005,9,263,2,0,0,126.89,260.21,-6.4965,8.5041,0.29991,502.4,3.5405,105.27,1.85,1.75,1.75
2005,9,263,3,0,0,127.22,259.22,-6.5975,8.3676,0.29253,501.9,3.664,102.07,1.85,1.75,1.75
2005,9,263,4,0,0,127.57,259.04,-6.636,8.4717,0.29512,501.8,2.9505,91.832,1.85,1.75,1.75
2005,9,263,5,0,0,128.79,257.62,-6.38,7.6193,0.27148,501.85,2.416,90.528,1.85,1.75,1.75
2005,9,263,6,0,0,131.22,257.82,-6.081,7.6936,0.28128,501.75,2.712,85.786,1.85,1.75,1.75
2005,9,263,7,36.696,17.444,129.83,256.69,-6.307,8.284,0.29707,501.9,3.0345,98.291,1.85,1.75,1.75
2005,9,263,8,200.2,106.5,126.57,258.97,-5.31,7.9811,0.31156,502.05,3.383,69.279,1.85,1.75,1.75
2005,9,263,9,499.9,253.4,134.04,271.9,-3.6945,13.165,0.59384,502.45,3.041,73.719,1.85,1.75,1.75
2005,9,263,10,891.5,374.55,146.01,285.07,-3.064,29.858,1.4113,502.65,3.356,79.088,1.85,1.75,1.75
2005,9,263,11,1119,476.95,151.42,293.57,-2.8475,27.327,1.3173,502.65,3.7645,83.915,1.85,1.75,1.75
2005,9,263,12,1257.5,580.15,206.54,310.79,-3.7435,78.803,3.516,502.45,3.11,137.47,1.85,1.75,1.75
2005,9,263,13,1325.5,604.4,180.67,313.34,-3.911,65.47,2.867,502.15,3.0465,135.33,1.85,1.75,1.75
2005,9,263,14,1269,579.15,166.16,311.58,-3.424,53.677,2.4618,501.75,3.137,123.29,1.85,1.75,1.75
2005,9,263,15,1099.5,530.4,168.31,310.26,-3.724,64.258,2.8739,501.35,2.701,133.55,1.85,1.75,1.75
2005,9,263,16,874.5,463.25,144.51,301.53,-3.3385,37.706,1.7455,501.2,2.8565,89.452,1.85,1.75,1.75
2005,9,263,17,587.45,370.7,132.09,294.95,-3.83,26.601,1.1818,501.1,2.606,86.508,1.85,1.75,1.75
2005,9,263,18,261.85,226.45,120.66,283.85,-4.489,8.1234,0.34047,501.1,2.7255,74.655,1.85,1.75,1.75
2005,9,263,19,78.709,38.544,121.3,276.52,-6.3915,7.5089,0.26781,501.15,4.452,55.863,1.85,1.75,1.75
2005,9,263,20,0,0,124.79,274.23,-7.057,7.548,0.25351,501.2,5.581,66.594,1.85,1.75,1.75
2005,9,263,21,0,0,123.96,271.57,-7.225,6.9692,0.23064,501.5,6.6375,68.543,1.85,1.75,1.75
2005,9,263,22,0,0,124.07,268.94,-7.52,6.9579,0.2245,501.8,6.053,70.266,1.85,1.75,1.75
2005,9,263,23,0,0,123.93,267.85,-7.064,7.6431,0.25661,502.1,5.405,82.826,1.85,1.75,1.75
2005,9,263,0,0,0,122.86,266.05,-7.14,8.1086,0.27043,502,5.2725,84.93,1.85,1.75,1.75
2005,9,264,1,0,0,121.99,264.08,-7.315,7.4273,0.24397,501.5,5.83,81.203,1.85,1.75,1.75
2005,9,264,2,0,0,121.55,262.88,-7.3,7.1212,0.23425,501.05,6.563,80.4,1.85,1.75,1.75
2005,9,264,3,0,0,121.62,261.54,-7.52,7.0032,0.22597,500.7,6.7395,72.907,1.85,1.75,1.75
2005,9,264,4,0,0,122.74,260.82,-7.5,7.2337,0.23381,500.85,5.6345,80.306,1.85,1.75,1.75
2005,9,264,5,0,0,123.62,260.4,-7.385,7.0864,0.23135,500.85,5.6495,77.038,1.85,1.75,1.75
2005,9,264,6,0,0,123.43,259.09,-7.555,6.4462,0.20735,501,5.4395,68.564,1.85,1.75,1.75
2005,9,264,7,35.712,16.512,123.7,258.19,-7.495,9.2822,0.30027,501.35,3.688,65.101,1.85,1.75,1.75
2005,9,264,8,290.45,96.52,123.67,259.02,-6.646,10.524,0.36612,501.6,5.8615,72.443,1.85,1.75,1.75
2005,9,264,9,545.2,219.2,129.26,269.72,-4.8705,9.6855,0.39364,502.15,4.257,89.518,1.85,1.75,1.75
2005,9,264,10,895,322.15,138.86,280.83,-4.19,11.618,0.49882,502.45,3.803,115.65,1.85,1.75,1.75
2005,9,264,11,1130,414.05,142.37,286.71,-4.698,15.945,0.65664,502.2,6.3905,92.764,1.85,1.75,1.75
2005,9,264,12,1277,488.25,145.42,289.26,-5.059,19.058,0.75947,501.8,9.065,68.84,1.85,1.75,1.75
2005,9,264,13,1311,512.45,151.68,300.42,-4.6835,31.271,1.2885,501.8,5.243,97.96,1.85,1.75,1.75
2005,9,264,14,1268,528.25,163.68,305.11,-5.403,49.174,1.896,501.45,4.7195,102.81,1.85,1.75,1.75
2005,9,264,15,1080.5,485.6,193.46,306.84,-6.0655,70.725,2.5902,501.25,3.6165,120.2,1.85,1.75,1.75
2005,9,264,16,721.05,353.55,210.26,303.58,-6.679,88.573,3.0597,501.1,2.5065,171.95,1.85,1.75,1.75
2005,9,264,17,507.25,287.9,161.87,296.6,-6.735,65.542,2.2622,501.1,2.5615,155.85,1.85,1.75,1.75
2005,9,264,18,227.35,163.3,129.05,285.47,-6.9715,24.343,0.82479,501.15,2.724,129.61,1.85,1.75,1.75
2005,9,264,19,34.929,14.662,131.35,278.11,-8.295,17.776,0.53665,501.45,1.9685,140.37,1.85,1.75,1.75
2005,9,264,20,0,0,132.97,272.67,-8.915,15.332,0.43787,501.7,2.567,132.78,1.85,1.75,1.75
2005,9,264,21,0,0,132.13,269.29,-8.76,16.055,0.46332,502,2.4445,157.25,1.85,1.75,1.75
2005,9,264,22,0,0,131.69,268.33,-8.18,19.287,0.58767,502.35,2.4305,183.71,1.85,1.75,1.75
2005,9,264,23,0,0,131.48,266.51,-7.695,16.27,0.51702,502.3,4.1835,72.466,1.85,1.75,1.75
2005,9,264,0,0,0,130.36,265.13,-7.785,18.37,0.57884,502.2,4.294,102.19,1.85,1.75,1.75
2005,9,265,1,0,0,129.3,263.69,-7.67,16.658,0.53041,501.6,4.887,125.02,1.85,1.75,1.75
2005,9,265,2,0,0,129.17,262.48,-7.635,16.546,0.52858,501.1,4.643,116.46,1.85,1.75,1.75
2005,9,265,3,0,0,130.18,262.28,-7.76,21.15,0.66795,501.05,4.8195,100.82,1.85,1.75,1.75
2005,9,265,4,0,0,129.49,261.81,-7.695,19.627,0.6237,500.75,5.616,98.027,1.85,1.75,1.75
2005,9,265,5,0,0,129.88,261.02,-7.695,18.292,0.58127,500.9,5.8165,94.959,1.85,1.75,1.75
2005,9,265,6,0,0,129.93,260.39,-7.575,16.282,0.52285,501.15,4.887,98.318,1.85,1.75,1.75
2005,9,265,7,33.7,15.871,129.86,259.62,-7.475,15.796,0.51165,501.5,4.7565,79.304,1.85,1.75,1.75
2005,9,265,8,220,95.79,131.62,260.53,-6.4485,17.197,0.60981,501.9,4.722,110.61,1.85,1.75,1.75
2005,9,265,9,518.7,220.1,139.66,269.18,-5.47,18.008,0.69378,502.15,5.567,96.124,1.85,1.75,1.75
2005,9,265,10,903,330.2,146.53,278.74,-4.851,20.489,0.83282,502.55,5.192,116.54,1.85,1.75,1.75
2005,9,265,11,1116.5,412.65,154.3,291.47,-4.2,22.679,0.97418,502.9,3.215,142.6,1.85,1.75,1.75
2005,9,265,12,1235,474.1,159.75,298.43,-4.1995,26.16,1.1237,502.6,4.596,104.17,1.85,1.75,1.75
2005,9,265,13,1300.5,514.3,159.85,301.44,-4.5775,28.484,1.1856,502.3,6.8025,74.233,1.85,1.75,1.75
2005,9,265,14,1249,505.65,158.35,305.96,-4.3415,30.303,1.2842,502.05,4.172,108.71,1.85,1.75,1.75
