date,sin,sout,albedo,lin,lout,rh,t,u,wd,p,zu,zt,rho,q,teq,ts,qs,zq
2004-09-01,209.83649999999997,158.01175,,,,0.7106950000000001,272.359,2.6405000000000003,204.0405,574.589779836254,2.0,2.0,0.4574672605109262,0.004447889930881821,283.3785109654561,,,2.0
2004-09-02,169.490625,124.47125,,,,0.6524770833333333,271.0541666666666,,,574.589779836254,2.0,2.0,0.48679318749671335,0.003703710663408534,280.24651840787743,,,2.0
2004-09-03,209.10208333333333,150.04583333333332,,,,0.7631687500000001,270.49354166666666,2.4964583333333334,168.30958333333334,574.589779836254,2.0,2.0,0.49938590033984515,0.004037553425463936,280.5221831814877,,,2.0
2004-09-04,219.2275,156.80145833333333,,,,0.6795833333333333,271.53375,2.987916666666667,260.11645833333336,574.589779836254,2.0,2.0,0.4742949017863818,0.00400576065839097,281.4678135451575,,,2.0
2004-09-05,293.6152083333333,183.46270833333332,,,,0.5688791666666667,273.11979166666663,2.188125,225.51208333333332,574.589779836254,2.0,2.0,0.4386327389150057,0.003716549164680505,282.3289515248461,,,2.0
2004-09-06,178.10208333333333,126.18020833333333,,,,0.7085604166666667,271.69624999999996,2.0845833333333332,198.91666666666666,574.589779836254,2.0,2.0,0.473402067106828,0.004181120782220012,282.06717479131567,,,2.0
2004-09-07,109.20541666666666,87.91562499999999,,,,0.7456958333333333,271.95416666666665,2.8510416666666667,211.02874999999997,574.589779836254,2.0,2.0,0.46743990435354554,0.00447686447554539,283.05422679207476,,,2.0
2004-09-08,171.44958333333332,130.62625,,,,0.8687916666666666,269.9708333333333,2.3783333333333334,199.86604166666666,574.589779836254,2.0,2.0,0.5105316474065041,0.004471586751053147,281.0784251360928,,,2.0
2004-09-09,111.73104166666667,94.77541666666667,,,,0.9417916666666666,270.55520833333327,1.8991666666666667,168.89666666666668,574.589779836254,2.0,2.0,0.4989958358393149,0.005050581556677332,283.0904107240015,,,2.0
2004-09-10,224.7125,163.68958333333333,,,,0.7987895833333334,272.0989583333333,1.8960416666666668,210.635,574.589779836254,2.0,2.0,0.4615611076736772,0.004796842361012074,283.9861350737386,,,2.0
2004-09-11,202.17458333333332,146.04854166666667,,,,0.6662145833333334,273.3414583333333,2.7439583333333335,250.62979166666665,574.589779836254,2.0,2.0,0.4337863068525308,0.004445843691471407,284.3488795725927,,,2.0
2004-09-12,276.9060416666667,163.66520833333334,,,,0.80005,271.59979166666665,1.5954166666666667,176.20666666666668,574.589779836254,2.0,2.0,0.47383401493647187,0.004569370529627988,282.93378785680443,,,2.0
2004-09-13,256.79895833333336,137.53875,,,,0.6401895833333333,272.3020833333333,2.066666666666667,219.4020833333333,574.589779836254,2.0,2.0,0.4577969583280095,0.003911693183116093,282.0017933805018,,,2.0
2004-09-14,322.1166666666667,155.85375,,,,0.4815833333333333,272.7185416666667,2.1779166666666665,219.12979166666665,574.589779836254,2.0,2.0,0.4481053033172599,0.003079499005892706,280.3543067844201,,,2.0
2004-09-15,195.365625,113.09666666666668,,,,0.6928145833333333,270.85937499999994,2.9735416666666663,189.61125,574.589779836254,2.0,2.0,0.4921838702607097,0.0038097749596013946,280.31938314614695,,,2.0
2004-09-16,192.08083333333332,146.47291666666666,,,,0.8335916666666666,270.478125,2.917291666666667,166.06812499999998,574.589779836254,2.0,2.0,0.501295238320213,0.004406036892046834,281.42189312170353,,,2.0
2004-09-17,247.27895833333332,143.02270833333333,,,,0.45678124999999997,270.9185416666666,3.3683333333333336,230.09645833333335,574.589779836254,2.0,2.0,0.48982189286664307,0.002550064284898712,277.2531883658068,,,2.0
2004-09-18,250.25354166666668,130.14541666666668,,,,0.5330791666666667,270.9347916666666,2.424583333333333,240.35270833333334,574.589779836254,2.0,2.0,0.4881882810717964,0.0029715078946247904,278.31509878718526,,,2.0
2004-09-19,257.13624999999996,125.92875,,,,0.5718520833333333,271.60854166666667,2.3233333333333333,222.04770833333336,574.589779836254,2.0,2.0,0.47437554497452245,0.0033772279679737463,279.9880506119103,,,2.0
2004-09-20,240.76291666666668,127.76541666666667,,,,0.63944375,270.810625,2.2916666666666665,191.28458333333333,574.589779836254,2.0,2.0,0.49165920098956567,0.0036550777878500934,279.8800846062881,,,2.0
2004-09-21,141.60395833333334,73.528125,,,,0.8398333333333333,271.73875,1.7889583333333334,195.15875000000003,574.589779836254,2.0,2.0,0.4715216232886385,0.0049887109502948996,284.1029059193174,,,2.0
2004-09-22,160.19625,112.07958333333333,,,,0.8364020833333333,271.6952083333333,2.055625,199.77166666666668,574.589779836254,2.0,2.0,0.4734226333849591,0.004919466818360133,283.8923516652704,,,2.0
2004-09-23,144.25520833333334,104.88791666666667,,,,0.89783125,271.3908333333333,1.6877083333333334,148.30125,574.589779836254,2.0,2.0,0.47995169998743625,0.0051844689565936925,284.2435418437159,,,2.0
2004-09-24,277.22020833333335,143.07854166666667,,,,0.8490916666666667,271.64416666666665,1.8308333333333333,186.57541666666665,574.589779836254,2.0,2.0,0.47383722122371424,0.004930051456930841,283.8685790754289,,,2.0
2004-09-25,176.75750000000002,92.17312500000001,,,,0.7906333333333334,270.53916666666663,2.4295833333333334,153.78583333333333,574.589779836254,2.0,2.0,0.4991502875797054,0.004213649049977251,281.0037289968913,,,2.0
2004-09-26,246.39374999999998,110.79562499999999,,,,0.8201645833333333,271.83229166666666,1.9977083333333334,186.4729166666667,574.589779836254,2.0,2.0,0.46929295782508035,0.004858612315435278,283.8768599095603,,,2.0
2004-09-27,90.23333333333333,63.08958333333334,,,,0.9367291666666667,270.9,1.6397916666666665,174.87291666666667,574.589779836254,2.0,2.0,0.4919954630718788,0.00515667773019303,283.6939446533872,,,2.0
2004-09-28,229.8708333333333,143.30687500000002,,,,0.7092729166666666,272.55875,4.215,240.15479166666668,574.589779836254,2.0,2.0,0.45302784872974255,0.004425333482855182,283.523972936326,,,2.0
2004-09-29,140.81854166666668,100.95625,,,,0.87778125,270.1752083333333,1.8747916666666666,208.990625,574.589779836254,2.0,2.0,0.5062391640474871,0.004584151415685111,281.55949995985384,,,2.0
2004-09-30,151.92375,122.111875,,,,0.8762916666666666,271.52916666666664,3.2710416666666666,194.30291666666668,574.589779836254,2.0,2.0,0.47745751575344414,0.0050783032658842575,284.120926795394,,,2.0
2004-10-01,123.44229166666666,110.734375,,,,0.9367916666666667,270.6977083333333,1.3462500000000002,186.238125,574.589779836254,2.0,2.0,0.4966257765752444,0.005065576140691184,283.26960598028745,,,2.0
2004-10-02,323.37375000000003,233.69833333333335,,,,0.6891020833333333,272.0491666666666,3.500625,169.77520833333332,574.589779836254,2.0,2.0,0.4643949685335835,0.0041260880923227545,282.2805807131729,,,2.0
2004-10-03,269.10729166666664,170.57354166666667,,,,0.5671625,272.1433333333333,3.3212499999999996,224.20979166666666,574.589779836254,2.0,2.0,0.4606106238139947,0.0036496836351967506,281.1824695427594,,,2.0
2004-10-04,179.6775,112.86645833333334,,,,0.8925770833333333,271.2170833333333,1.62375,171.69770833333334,574.589779836254,2.0,2.0,0.48307367835923,0.005069951859929406,283.7893674087515,,,2.0
2004-10-05,291.2114583333333,153.729375,,,,0.6577645833333333,271.0595833333333,2.0210416666666666,169.97187499999998,574.589779836254,2.0,2.0,0.48662440457638745,0.0037196356736002804,280.2921527469933,,,2.0
2004-10-06,283.93458333333336,132.56208333333333,,,,0.47566458333333334,271.5175,2.360208333333333,160.20458333333332,574.589779836254,2.0,2.0,0.4764792062261218,0.002898278150185989,278.70516843515685,,,2.0
2004-10-07,301.100625,124.46,,,,0.4571604166666667,271.78666666666663,1.8324999999999998,224.40875000000003,574.589779836254,2.0,2.0,0.4694026479807552,0.0028937380779935173,278.95639515227174,,,2.0
2004-10-08,166.61083333333332,85.18958333333333,,,,0.77576875,273.376875,2.6443749999999997,220.20208333333335,574.589779836254,2.0,2.0,0.4329525886441619,0.005173150416302899,286.1784590037581,,,2.0
2004-10-09,134.29583333333332,105.00041666666665,,,,0.8367166666666667,272.57395833333334,2.8002083333333334,199.94875,574.589779836254,2.0,2.0,0.4523392754165709,0.005282174977178568,285.65411590068754,,,2.0
2004-10-10,213.97041666666667,159.80041666666668,,,,0.71623125,272.42875,3.3543749999999997,170.355,574.589779836254,2.0,2.0,0.4555747361790697,0.004506352252751687,283.59079428568276,,,2.0
2004-10-11,182.94645833333334,129.75104166666668,,,,0.6837749999999999,272.7895833333333,2.3441666666666667,227.92291666666665,574.589779836254,2.0,2.0,0.44652585076511314,0.004418159381525876,283.7299831380218,,,2.0
2004-10-12,274.11270833333333,169.87187500000002,,,,0.55669375,273.20854166666663,4.392916666666666,231.060625,574.589779836254,2.0,2.0,0.4371784934149665,0.003737079184412994,282.4626936175235,,,2.0
2004-10-13,310.70479166666667,133.331875,,,,0.5495958333333334,273.14979166666666,3.9766666666666666,209.70979166666666,574.589779836254,2.0,2.0,0.43850775354438626,0.003673467941998717,282.24745336123476,,,2.0
2004-10-14,172.21541666666667,70.76020833333334,,,,0.7668395833333334,271.94374999999997,2.1160416666666664,209.625625,574.589779836254,2.0,2.0,0.46548590505121745,0.004650461571759086,283.4667961031174,,,2.0
2004-10-15,200.01,66.02374999999999,,,,0.8543208333333333,273.35541666666666,1.8710416666666667,155.47687499999998,574.589779836254,2.0,2.0,0.4334658716693342,0.005703726432280016,287.4636602520326,,,2.0
2004-10-16,156.56666666666666,49.619166666666665,,,,0.8448708333333333,273.6183333333333,1.8195833333333333,171.95791666666665,574.589779836254,2.0,2.0,0.42725207863633524,0.005784337622925489,287.9200125797683,,,2.0
2004-10-17,202.78458333333333,52.14833333333333,,,,0.7233041666666667,274.14854166666663,2.8000000000000003,219.14041666666665,574.589779836254,2.0,2.0,0.41412384086569265,0.005178167583335935,286.94839494534205,,,2.0
2004-10-18,191.29104166666664,46.884791666666665,,,,0.7271312500000001,273.6372916666666,2.6752083333333334,227.2122916666667,574.589779836254,2.0,2.0,0.4263388901071645,0.005053117921329877,286.13216718815414,,,2.0
2004-10-19,85.64895833333333,30.682291666666668,,,,0.9515833333333333,272.6895833333333,1.7768750000000002,152.29604166666667,574.589779836254,2.0,2.0,0.4498078172626209,0.006062759115475596,287.69284583056725,,,2.0
