date,t,rh,u,wd,sin,sout,lin,lout,sr50,p,zu,zt,rho,q,teq,ts,qs,zq
2018-12-10,256.96624999999995,0.22548750000000004,3.5472291666666664,205.40822916666664,204.29463125000004,111.94540625,124.87770833333332,225.82937499999994,,521.7895833333333,1.861590909090909,1.3594223484848484,0.6305814407121432,0.00039926934873074567,257.97623877629934,252.37322908653547,0.001247104494582723,1.3594223484848484
2018-12-11,254.58895833333324,0.40699375,2.909125000000001,230.6182708333333,184.23195208333334,101.41575208333332,145.3139583333333,219.11125,,521.0104166666664,1.8584740259740258,1.3556561147186148,0.6515294267323808,0.0005691820181919785,256.0329482374851,250.47603434122735,0.0010382923296715306,1.3556561147186148
2018-12-12,254.94708333333332,0.5739958333333334,2.9853333333333336,227.60022916666665,175.39953749999998,103.63583124999998,150.65333333333336,227.06583333333322,,522.2604166666666,1.855357142857143,1.351889880952381,0.6496477152349392,0.0008075483317525849,256.99512428713484,252.77319499618645,0.001242188646695869,1.351889880952381
2018-12-13,254.8033333333334,0.5105625,2.330604166666666,212.3668541666667,211.42139791666668,120.73036874999998,139.3607291666667,222.82291666666666,,522.2479166666667,1.8522402597402596,1.3481236471861475,0.6510334948110709,0.0007339174818841867,256.66412672844643,251.5230067523522,0.0011444743821530706,1.3481236471861475
2018-12-14,256.2593749999999,0.20106645833333334,3.1288333333333327,211.01237500000002,205.50766666666667,123.06922916666669,111.05281249999997,216.9779166666667,,522.5479166666665,1.8491233766233766,1.3443574134199132,0.6389104805329429,0.000331348933693569,257.0983486943951,249.89053655647285,0.000957189990782367,1.3443574134199132
2018-12-15,259.9256249999999,0.084038125,3.073895833333333,206.09554166666672,204.71916666666664,116.00699166666668,113.54312499999997,223.84208333333333,,525.9500000000004,1.8460064935064928,1.3405911796536796,0.6059055601521292,0.00019493216065449617,260.4171305973079,251.84839116304985,0.001147247901190835,1.3405911796536796
2018-12-16,263.0147916666666,0.07142854166666665,3.3011250000000003,190.571875,202.17859374999998,112.58404583333333,125.26499999999999,234.67062500000006,,528.3375,1.8428896103896104,1.336824945887446,0.5707374893554357,0.00021914786495526477,263.5653625531313,254.83784074573703,0.001521643065917338,1.336824945887446
2018-12-17,263.3422916666667,0.6074666666666667,4.024875000000001,247.10977083333322,83.68747916666666,55.451562499999994,255.81833333333338,263.18458333333336,,527.0916666666666,1.8397727272727273,1.333058712121212,0.5645882815353324,0.0018387919968433232,267.9551423165289,262.3213368606408,0.002880814435178071,1.333058712121212
2018-12-18,259.963125,0.5795375000000001,3.6753958333333316,229.25297916666662,102.2665625,87.159,185.23395833333328,235.00875000000008,,523.6687499999999,1.836655844155844,1.3292924783549782,0.599563070252488,0.0015412456811589295,263.83446201319543,254.54507483860064,0.0019059272860904037,1.3292924783549782
2018-12-19,262.7923125,0.1612583333333333,3.5377708333333344,195.99956250000005,201.21207291666664,143.36295833333335,135.28437499999998,231.8445833333333,,527.6458333333336,1.8335389610389612,1.3255262445887444,0.5727269476159061,0.00047855658393057223,263.99484838251345,254.07872318639116,0.001408833347909601,1.3255262445887444
2018-12-20,262.0389583333333,0.12221249999999999,5.411104166666665,185.89218749999995,202.76197291666668,144.1913291666667,126.40708333333333,235.24750000000003,,525.5937499999999,1.830422077922078,1.321760010822511,0.5800857536155709,0.00034663649137279493,262.91065186424385,255.01882988069823,0.0015283360056577624,1.321760010822511
